Pinicial Pfinal Longitud_A* Longitud_HPA* Tiempo_A* Tiempo_HPA* Nodos_A* Nodos_HPA* %error
(221,129) (80,97) 145 159 0.49905365 0.00292553 4473 301 9.65 
(38,139) (108,221) 137 144 0.3602750301 0.00283671 3775 215 5.1 
(89,183) (129,192) 41 43 0.00324731 0.00203012 40 11 4.87 
(117,203) (24,138) 147 161 0.28442035 0.00262516 3158 313 9.52 
(124,90) (193,105) 125 NaN 0.2548996999 0.00457834 2836 1618 NaN 
(109,170) (91,214) 45 46 0.00623948 0.00175525 68 14 2.22 
(58,150) (130,98) 103 114 0.18195328 0.00333395 1943 146 10.67 
(127,198) (25,180) 115 126 0.2337716401 0.00321309 2599 191 9.56 
(234,261) (200,38) 234 NaN 1.07335147 0.0043598 9683 1619 NaN 
(228,231) (237,100) 132 133 0.0558658201 0.00262851 599 30 0.75 
(51,215) (98,89) 130 137 0.1106182501 0.00293548 1228 113 5.38 
(229,189) (216,125) 65 66 0.0127027 0.0014209 141 25 1.53 
(111,205) (33,167) 116 128 0.2454418401 0.00312307 2698 228 10.34 
(235,98) (201,40) 122 NaN 0.44671957 0.00462172 4307 1619 NaN 
(51,225) (132,225) 104 111 0.3238888 0.00242023 3338 209 6.73 
(210,38) (80,242) 342 NaN 1.0658872 0.00372594 8972 134 NaN 
(203,177) (185,156) 27 28 0.00714159 0.00257639 86 11 3.7 
(66,106) (224,237) 224 242 0.39972791 0.00301266 3492 391 8.03 
(237,156) (96,167) 173 185 0.62134224 0.00236389 5732 378 6.93 
(219,136) (231,103) 34 36 0.0274351399 0.00290672 274 18 5.88 
(234,82) (222,117) 36 38 0.0043218099 0.00629344 35 13 5.55 
(220,255) (142,194) 154 162 0.4754711299 0.00238474 4499 372 5.19 
(97,39) (40,128) 106 122 0.0430103199 0.00226513 497 109 15.09 
(183,129) (48,212) 223 237 0.64208192 0.00269583 5816 443 6.27 
(23,132) (186,54) 289 NaN 2.25387387 0.00376491 14050 1619 NaN 
(255,140) (173,51) 121 NaN 0.39612004 0.0044197 3854 1619 NaN 
(164,93) (104,180) 221 NaN 0.67179111 0.00231546 6438 134 NaN 
(172,130) (143,205) 167 176 0.54829471 0.00211957 4968 345 5.38 
(221,111) (70,238) 257 270 1.5978722101 0.00313039 10564 659 5.05 
(111,164) (188,184) 95 102 0.09347551 0.00198006 979 69 7.36 
(211,109) (63,130) 191 208 0.91038931 0.00223283 6932 447 8.9 
(68,253) (273,113) 271 291 0.75968934 0.00324186 7346 649 7.38 
(240,245) (236,97) 149 153 0.0833367801 0.00264652 938 117 2.68 
(44,176) (108,111) 167 177 0.73825843 0.00237544 6839 416 5.98 
(37,174) (106,64) 111 126 0.2330470501 0.00213365 2456 185 13.51 
(232,226) (191,223) 53 57 0.05576622 0.00201557 646 58 7.54 
(40,162) (128,196) 134 143 0.38242192 0.00263993 3747 226 6.71 
(62,116) (105,47) 76 89 0.0994118 0.00314548 1102 96 17.1 
(271,126) (107,103) 165 175 0.40420863 0.00211016 4161 317 6.06 
(239,199) (113,242) 157 166 0.4254550099 7.646E-4 3991 361 5.73 
(62,257) (82,176) 89 96 0.31046185 0.00224279 2724 171 7.86 
(99,206) (55,228) 60 62 0.0383054301 0.00226217 412 45 3.33 
(131,42) (248,100) 212 231 0.3075880001 0.00232876 2925 245 8.96 
(232,159) (82,243) 211 223 0.65262029 0.00268238 5755 447 5.68 
(51,137) (245,233) 239 266 1.08943067 0.00301231 9232 812 11.29 
(94,267) (76,242) 135 146 0.0444491899 0.00199228 598 102 8.14 
(181,269) (75,92) 282 301 0.7945797899 0.00250249 6897 575 6.73 
(230,162) (66,98) 165 180 0.44214553 0.0018038 4168 332 9.09 
(183,61) (219,268) NaN NaN NaN NaN NaN NaN NaN 
(40,205) (129,195) 92 102 0.1268559101 0.0026461 1309 101 10.86 
(123,117) (116,75) 43 44 0.0306777499 0.0022064 342 29 2.32 
(213,111) (219,130) 20 20 0.00163739 0.00154911 19 4 0.0 
(237,167) (39,128) 199 218 0.8161970601 0.00269964 6067 486 9.54 
(98,233) (173,84) 270 NaN 2.0514921199 0.0039649 13774 1619 NaN 
(172,141) (157,102) 42 50 0.0080070399 0.00216916 70 22 19.04 
(181,124) (95,169) 118 128 0.12294825 0.00195889 1295 114 8.47 
(210,217) (62,127) 258 270 1.66877058 0.00249942 11774 859 4.65 
(229,84) (111,69) 160 174 0.50961973 0.00202262 4382 273 8.75 
(235,183) (207,274) 96 101 0.0967742899 0.00304267 986 73 5.2 
(248,106) (105,161) 181 196 1.22793906 0.00254056 7321 462 8.28 
(60,249) (196,162) 230 242 1.1755943601 0.00163001 9155 676 5.21 
(220,170) (118,160) 154 166 0.6603828401 0.0012038 5581 387 7.79 
(232,90) (63,231) 285 300 1.7462086401 0.00311827 12195 762 5.26 
(135,196) (122,192) 14 14 0.00110294 0.00216539 13 3 0.0 
(202,150) (194,68) NaN NaN NaN NaN NaN NaN NaN 
(241,91) (178,117) 91 100 0.36771351 0.0025576 3365 183 9.89 
(242,148) (26,171) 230 250 1.06296677 0.00283192 8413 639 8.69 
(210,187) (227,266) 80 83 0.06030172 0.0014673 570 54 3.75 
(207,80) (125,190) NaN NaN NaN NaN NaN NaN NaN 
(103,55) (109,103) 62 68 0.09585083 0.00228551 930 77 9.67 
(77,99) (29,162) 64 71 0.00781384 0.00210354 63 46 10.93 
(45,199) (113,221) 82 91 0.08384764 0.00269047 885 77 10.97 
(248,87) (153,101) 114 126 0.40652296 0.00248234 4120 236 10.52 
(175,138) (164,73) 109 NaN 0.15601015 0.0041591 1809 1619 NaN 
(245,248) (198,107) 142 NaN 0.08654534 0.00477603 1027 1619 NaN 
(132,105) (114,30) 84 89 0.11464697 0.00170442 1387 104 5.95 
(75,246) (133,196) 59 67 0.00485456 0.00233123 58 44 13.55 
(188,101) (151,99) 102 NaN 0.21086715 0.00100388 2413 134 NaN 
(79,238) (154,194) 76 82 0.00669473 0.00220051 81 77 7.89 
(106,41) (37,188) 148 166 0.03392933 0.00462196 401 138 12.16 
(246,108) (244,213) 106 111 0.11073895 0.0031982 1116 97 4.71 
(223,145) (166,115) 58 64 0.02984999 0.00252641 300 57 10.34 
(26,190) (267,242) 252 269 0.86936241 0.00254619 7477 498 6.74 
(189,101) (239,187) 87 NaN 0.02329583 0.00235936 267 134 NaN 
(131,204) (268,119) 202 214 0.30287802 0.0015775 3027 318 5.94 
(32,170) (51,219) 50 52 0.00470319 0.00298673 49 20 4.0 
(82,86) (126,218) 175 180 0.39818464 0.00314805 3628 276 2.85 
(96,84) (108,159) 102 107 0.12174517 0.0032793 1357 119 4.9 
(240,199) (31,131) 223 245 0.99347834 0.00268947 8677 709 9.86 
(47,129) (124,244) 212 225 0.93889891 0.00253526 8312 484 6.13 
(104,140) (214,197) 155 170 0.3184024 0.00319668 3525 320 9.67 
(60,158) (203,245) 218 230 0.63018897 0.00179108 6197 379 5.5 
(171,130) (229,169) 59 64 0.00740749 0.00119398 86 32 8.47 
(103,199) (246,237) 151 159 0.19595457 0.00325766 2235 193 5.29 
(35,176) (182,53) 300 NaN 1.97901306 0.00496239 15989 1619 NaN 
(232,41) (24,186) NaN NaN NaN NaN NaN NaN NaN 
(56,127) (259,36) NaN NaN NaN NaN NaN NaN NaN 
(211,94) (195,223) 173 177 0.64825588 0.00301248 6428 393 2.31 
(187,272) (121,67) 243 259 0.42006294 0.00275969 4362 379 6.58 
(204,66) (27,170) NaN NaN NaN NaN NaN NaN NaN 
(230,215) (273,124) 94 101 0.04176884 0.00320681 493 75 7.44 
(106,258) (218,28) 370 NaN 2.76698854 0.00410541 17459 1619 NaN 
